startup,industry,subvertical,city,investors,round,amount,date,year,month
BlueSpace,Consumer Electronics,Wearables,Chennai,Elevation Capital,Pre-Series A,4.35,2022-10-15,2022,10
GrowthFlow,EdTech,UpSkilling,Mumbai,Zodius Capital,Pre-Series A,1.64,2020-06-17,2020,6
HealthRise,EdTech,Test Prep,Mumbai,Lightspeed India,Seed,3.35,2020-03-19,2020,3
FreshBox,Media,Streaming,Hyderabad,Tiger Global Management,Seed,2.4,2023-05-22,2023,5
Swiggy,FinTech,WealthTech,Hyderabad,"Peak XV, Zodius Capital",Series C,1001.49,2024-05-22,2024,5
UrbanStack,Mobility,Ride Sharing,Chennai,"Lightspeed India, Matrix Partners India, Omidyar Network",Seed,13.15,2024-01-21,2024,1
InMobi,Media,Content,Pune,Info Edge,Series C,1206.92,2021-10-03,2021,10
SkillRise,Consumer Electronics,Smart Home,Bengaluru,Elevation Capital,Pre-Series A,1.36,2023-03-28,2023,3
MediSpace,RealEstate,Home Services,Pune,"Prosus Ventures, Ventures India",Seed,0.46,2022-05-21,2022,5
Delhivery,SaaS,B2B SaaS,Ahmedabad,Nexus Venture Partners,Series C,337.72,2025-03-03,2025,3
FreshBox,Retail,Fashion,Ahmedabad,"Kalaari Capital, Lightspeed India",Series A,41.58,2022-03-11,2022,3
AeroHub,E-commerce,D2C,Ahmedabad,Accel,Bridge,0.5,2023-08-01,2023,8
Zomato,RealEstate,Rental Tech,Delhi,"Blume Ventures, Mirae Asset",Pre-Seed,0.52,2023-11-12,2023,11
CRED,FoodTech,Food Delivery,Gurugram,Tiger Global,Seed,3.75,2023-09-12,2023,9
MediSpace,Enterprise,Security,Chennai,Falcon Edge,Seed,1.43,2020-08-14,2020,8
GrowthCare,FoodTech,Cloud Kitchen,Delhi,"Prosus Ventures, Zodius Capital",Growth,3174.04,2021-09-26,2021,9
NextSense,Logistics,Fleet Management,Gurugram,"Elevation Capital, Sequoia Capital India",Series A,11.08,2023-11-03,2023,11
SmartCare,Enterprise,Security,Ahmedabad,LCatterton,Series C,203.46,2022-12-12,2022,12
NeoLabs,AgriTech,Supply Chain,Mumbai,"Y Combinator, Zodius Capital",Seed,6.09,2024-12-09,2024,12
Delhivery,FoodTech,Grocery,Delhi,"Info Edge, Ventures India",Pre-Series A,2.6,2021-01-02,2021,1
BlueTech,E-commerce,Fashion,Bengaluru,Elevation Capital,Seed,5.26,2024-11-17,2024,11
Cars24,RealEstate,PropTech,Gurugram,"Nexus Venture Partners, Y Combinator",Angel,0.15,2022-04-22,2022,4
Zomato,Mobility,EV,Chennai,Falcon Edge,Series A,16.18,2021-06-01,2021,6
SmartMart_989,RealEstate,Rental Tech,Kolkata,"IFC, Kalaari Capital",Pre-Series A,5.47,2024-03-07,2024,3
MediSpace,Media,Social,Pune,"Accel, Info Edge",Series B,380.75,2022-08-08,2022,8
HomeMart,Consumer Electronics,Audio,Kolkata,Blume Ventures,Series C,1089.27,2024-09-19,2024,9
PhonePe,AgriTech,Supply Chain,Delhi,"Accel, Kalaari Capital, Ventures India",Seed,1.13,2022-12-30,2022,12
SkillFlow,SaaS,DevTools,Gurugram,"Falcon Edge, Info Edge, Tiger Global",Series B,213.19,2025-01-02,2025,1
Zomato,FoodTech,Grocery,Hyderabad,Tiger Global,Series A,22.06,2023-05-10,2023,5
UrbanSolutions,EdTech,UpSkilling,Gurugram,Sequoia Capital India,Seed,0.58,2020-02-02,2020,2
CloudLabs,E-commerce,Marketplace,Mumbai,"Blume Ventures, Kalaari Capital",Series C,1990.46,2024-08-27,2024,8
AeroStack,SaaS,DevTools,Ahmedabad,"Nexus Venture Partners, Peak XV",Seed,0.69,2023-01-14,2023,1
Meesho,E-commerce,D2C,Pune,"Info Edge, Kalaari Capital, SoftBank Vision Fund",Seed,13.82,2022-04-03,2022,4
Byju's,RealEstate,Home Services,Ahmedabad,Kalaari Capital,Pre-Series A,2.32,2020-05-17,2020,5
Chargebee,E-commerce,Grocery,Ahmedabad,Omidyar Network,Seed,0.82,2025-05-18,2025,5
UrbanDrive,Retail,Fashion,Delhi,"IFC, Mirae Asset, SoftBank Vision Fund",Seed,3.06,2023-07-25,2023,7
WorkStack_1002,AgriTech,Smart Farming,Chennai,Falcon Edge,Series A,88.25,2024-02-28,2024,2
UrbanStack,AgriTech,Supply Chain,Hyderabad,Ribbit Capital,Seed,6.18,2022-05-27,2022,5
HealthWorks,Consumer Electronics,Wearables,Gurugram,"Omidyar Network, Peak XV, Sequoia Capital India",Seed,8.13,2021-02-22,2021,2
Ola,Media,Content,Delhi,Falcon Edge,Seed,4.71,2023-08-11,2023,8
SkillRise,Logistics,Last Mile,Gurugram,Matrix Partners India,Series D,2043.26,2021-11-09,2021,11
Udaan,RealEstate,PropTech,Gurugram,"Info Edge, SoftBank Vision Fund",Series A,82.76,2022-02-20,2022,2
MediHive_1008,Consumer Electronics,Audio,Gurugram,Nexus Venture Partners,Seed,1.05,2020-10-16,2020,10
NoBroker,AgriTech,Marketplace,Gurugram,"Kedaara Capital, SoftBank Vision Fund",Seed,2.52,2020-06-09,2020,6
BlueRise,HealthTech,Diagnostics,Hyderabad,"IFC, Lightspeed India, Mirae Asset",Seed,0.94,2022-07-07,2022,7
ShareChat,FoodTech,Food Delivery,Delhi,"Info Edge, Omidyar Network",Series A,120.41,2022-05-15,2022,5
HyperLoop,Retail,Grocery,Bengaluru,Ventures India,Series C,2139.97,2022-05-25,2022,5
Delhivery,AgriTech,Marketplace,Delhi,Y Combinator,Series A,9.24,2020-12-25,2020,12
BigBasket,Consumer Electronics,Wearables,Chennai,SoftBank Vision Fund,Series A,56.09,2022-09-11,2022,9
CoreSpace,EdTech,Test Prep,Bengaluru,"Kalaari Capital, Y Combinator",Growth,4769.81,2024-02-04,2024,2
AutoMart,SaaS,MarTech,Kolkata,Kalaari Capital,Seed,0.81,2023-04-19,2023,4
GrowthConnect,E-commerce,Fashion,Ahmedabad,"Bessemer Venture Partners, Peak XV",Seed,3.37,2024-04-11,2024,4
NextFlow,Consumer Electronics,Smart Home,Pune,"Peak XV, Ventures India",Series B,525.3,2023-08-26,2023,8
HomeMart,Enterprise,Security,Bengaluru,Matrix Partners India,Series B,45.59,2023-08-14,2023,8
AutoFlow,HealthTech,Pharmacy,Gurugram,"Bessemer Venture Partners, Sequoia Capital India, Zodius Capital",Series A,54.86,2025-05-03,2025,5
AeroHub,AgriTech,Supply Chain,Noida,"Blume Ventures, Info Edge",Angel,0.1,2024-11-29,2024,11
Oyo,Mobility,Micro Mobility,Chennai,"Peak XV, Ventures India",Series A,101.45,2024-02-12,2024,2
Unacademy,E-commerce,Grocery,Pune,"Kedaara Capital, Lightspeed India, Ventures India",Series C,2302.3,2021-07-04,2021,7
MediHive,Enterprise,Security,Bengaluru,"Elevation Capital, Kalaari Capital",Seed,13.51,2024-05-03,2024,5
Paytm,HealthTech,Diagnostics,Pune,Mirae Asset,Seed,2.39,2020-10-02,2020,10
AeroAnalytics,Consumer Electronics,Smart Home,Gurugram,"Blume Ventures, Matrix Partners India, Ventures India",Seed,9.98,2020-04-30,2020,4
Freshworks,Consumer Electronics,Smart Home,Ahmedabad,Accel,Seed,9.35,2023-07-27,2023,7
WorkFit,Logistics,Last Mile,Pune,"Mirae Asset, Ventures India",Pre-Seed,0.35,2021-04-25,2021,4
MediSpace_1029,Retail,E-Retail,Ahmedabad,Lightspeed India,Series C,1566.71,2020-03-26,2020,3
MediHive,Mobility,EV,Kolkata,"Info Edge, Y Combinator",Series A,9.17,2021-11-21,2021,11
DataHive,Enterprise,Analytics,Pune,"Tiger Global, Y Combinator",Series B,216.79,2022-02-14,2022,2
FreshBox,FinTech,InsurTech,Chennai,Sequoia Capital India,Series B,78.53,2024-12-23,2024,12
NeoTech,Logistics,Fleet Management,Gurugram,"Kalaari Capital, Mirae Asset, Prosus Ventures",Pre-Series A,1.1,2023-06-20,2023,6
FinFoods_1034,RealEstate,Home Services,Bengaluru,Tiger Global Management,Series B,51.37,2024-11-23,2024,11
NeoSense,EdTech,Coding Bootcamp,Chennai,Y Combinator,Series B,286.07,2024-06-14,2024,6
FarmBox,Enterprise,Automation,Mumbai,"Lightspeed India, Nexus Venture Partners",Series B,106.49,2021-08-24,2021,8
ClearDekho,FinTech,Lending,Kolkata,"Mirae Asset, Tiger Global Management",Series C,1181.68,2021-09-09,2021,9
EduMart,Consumer Electronics,Smart Home,Noida,Ventures India,Seed,0.53,2021-03-09,2021,3
Unacademy,E-commerce,Fashion,Bengaluru,LCatterton,Seed,1.33,2025-03-17,2025,3
QuantumSolutions,Logistics,Fleet Management,Kolkata,Prosus Ventures,Bridge,3.04,2023-10-05,2023,10
NeoLabs,Media,Content,Gurugram,"SoftBank Vision Fund, Tiger Global",Angel,0.44,2024-04-18,2024,4
QuantumAnalytics,Retail,Fashion,Chennai,Nexus Venture Partners,Series C,393.54,2021-04-02,2021,4
Unacademy,E-commerce,Quick Commerce,Pune,Ventures India,Series B,235.34,2025-04-03,2025,4
Porter,AgriTech,Smart Farming,Delhi,"A91 Partners, Sequoia Capital India",Series D,3191.73,2025-05-07,2025,5
HealthWorks,EdTech,Coding Bootcamp,Chennai,"Nexus Venture Partners, Peak XV, Prosus Ventures",Seed,4.03,2022-01-17,2022,1
HomeAnalytics,FinTech,NeoBank,Kolkata,Zodius Capital,Seed,0.98,2024-07-29,2024,7
Chargebee,RealEstate,Home Services,Delhi,"Bessemer Venture Partners, Kedaara Capital, Prosus Ventures",Series A,8.86,2020-10-25,2020,10
FoodLoop,Media,Social,Hyderabad,"Mirae Asset, Zodius Capital",Debt,185.11,2023-12-17,2023,12
NimbusLabs,FoodTech,Cloud Kitchen,Pune,IFC,Seed,0.45,2024-01-07,2024,1
Zepto,Media,Streaming,Bengaluru,IFC,Angel,0.57,2024-05-08,2024,5
DriveFit,Enterprise,Automation,Delhi,"Prosus Ventures, SoftBank Vision Fund",Debt,22.22,2023-01-27,2023,1
NextFlow,FoodTech,Cloud Kitchen,Noida,"A91 Partners, Kedaara Capital, LCatterton",Series B,560.79,2021-08-01,2021,8
Wakefit,HealthTech,Pharmacy,Ahmedabad,"Elevation Capital, Omidyar Network, Prosus Ventures",Growth,3416.3,2020-04-20,2020,4
Ola,Media,Content,Hyderabad,Bessemer Venture Partners,Angel,0.82,2021-03-05,2021,3
BlueRise,FinTech,WealthTech,Ahmedabad,Y Combinator,Seed,1.51,2024-05-27,2024,5
DriveLoop,HealthTech,Telemedicine,Mumbai,Peak XV,Pre-Series A,4.86,2022-08-28,2022,8
Housejoy,Mobility,Micro Mobility,Pune,Ribbit Capital,Series A,24.65,2025-06-09,2025,6
CoreConnect,E-commerce,Marketplace,Chennai,"Peak XV, Ribbit Capital",Series A,30.44,2023-11-09,2023,11
UrbanSolutions,Retail,Fashion,Mumbai,"Info Edge, Ribbit Capital, Y Combinator",Series C,908.05,2024-11-06,2024,11
MediSpace,E-commerce,Quick Commerce,Kolkata,"Lightspeed India, Omidyar Network",Series B,467.8,2025-02-03,2025,2
GrowthCare,Media,Social,Ahmedabad,"Elevation Capital, Kedaara Capital, Nexus Venture Partners",Seed,15.65,2022-09-18,2022,9
NeoSense_1062,Enterprise,Automation,Delhi,Kalaari Capital,Pre-Series A,4.87,2023-12-06,2023,12
NeoLabs_1063,Enterprise,Automation,Noida,"Nexus Venture Partners, Tiger Global Management, Ventures India",Series B,132.16,2024-06-06,2024,6
Housejoy,HealthTech,Diagnostics,Bengaluru,Nexus Venture Partners,Series A,25.98,2024-06-27,2024,6
FreshSolutions,RealEstate,PropTech,Mumbai,Accel,Series A,61.17,2024-10-09,2024,10
NeoTech,SaaS,DevTools,Chennai,Matrix Partners India,Bridge,1.0,2023-09-09,2023,9
FarmFit,Mobility,EV,Noida,"Falcon Edge, Kedaara Capital",Series A,11.2,2023-03-27,2023,3
AgriFit,Mobility,Ride Sharing,Mumbai,Sequoia Capital India,Series B,110.93,2020-04-01,2020,4
SmartCare,Enterprise,Analytics,Delhi,"Nexus Venture Partners, Y Combinator",Series A,18.07,2021-03-18,2021,3
Innovaccer,E-commerce,Grocery,Hyderabad,Kalaari Capital,Seed,1.24,2023-08-23,2023,8
WorkFit,RealEstate,Home Services,Delhi,"Kedaara Capital, Tiger Global Management, Ventures India",Series A,15.63,2020-05-24,2020,5
CloudLabs,AgriTech,Marketplace,Noida,SoftBank Vision Fund,Series A,9.3,2022-05-09,2022,5
DriveEdge,AgriTech,Supply Chain,Mumbai,Prosus Ventures,Seed,0.44,2022-12-24,2022,12
Freshworks,E-commerce,D2C,Mumbai,Nexus Venture Partners,Pre-Series A,8.07,2021-11-14,2021,11
Zepto,Logistics,Last Mile,Mumbai,Y Combinator,Pre-Series A,2.22,2025-06-07,2025,6
Zomato,Retail,E-Retail,Delhi,Omidyar Network,Series A,23.5,2024-11-28,2024,11
NeoLabs,SaaS,HRTech,Noida,Blume Ventures,Seed,5.09,2020-07-21,2020,7
UrbanDrive,Retail,Fashion,Noida,"Mirae Asset, Nexus Venture Partners",Series A,14.99,2024-12-11,2024,12
MediSpace,Media,Social,Delhi,"LCatterton, Matrix Partners India, Ribbit Capital",Seed,13.8,2023-03-08,2023,3
Nykaa,Media,Social,Ahmedabad,Info Edge,Pre-Series A,5.07,2022-07-26,2022,7
AgriFit,Mobility,EV,Hyderabad,"Elevation Capital, IFC, Zodius Capital",Bridge,0.58,2022-12-02,2022,12
Unacademy,Logistics,Supply Chain,Pune,Tiger Global,Series D,1085.5,2023-07-23,2023,7
MediWorks,HealthTech,Telemedicine,Mumbai,"Sequoia Capital India, Zodius Capital",Series B,474.91,2023-02-08,2023,2
Innovaccer,RealEstate,Rental Tech,Delhi,"Kedaara Capital, LCatterton, Tiger Global Management",Series A,107.19,2022-11-20,2022,11
CoreConnect_1085,EdTech,Test Prep,Chennai,Matrix Partners India,Series B,151.66,2024-03-15,2024,3
Razorpay,AgriTech,Smart Farming,Delhi,"Blume Ventures, LCatterton",Series B,227.34,2024-12-11,2024,12
Mobikwik,Enterprise,Analytics,Noida,"Blume Ventures, Mirae Asset",Pre-Series A,1.22,2020-04-14,2020,4
FreshToHome,SaaS,DevTools,Noida,Elevation Capital,Series D,4066.46,2024-10-22,2024,10
AgriHive,EdTech,Test Prep,Ahmedabad,Peak XV,Pre-Series A,1.41,2025-03-05,2025,3
GrowthConnect,AgriTech,Smart Farming,Bengaluru,"SoftBank Vision Fund, Y Combinator",Pre-Series A,7.27,2023-06-14,2023,6
MediHive,Media,Social,Chennai,"Accel, Mirae Asset",Pre-Series A,3.7,2020-07-26,2020,7
HyperLoop,Consumer Electronics,Audio,Delhi,Mirae Asset,Series C,860.72,2021-05-27,2021,5
NimbusWorks,FoodTech,Cloud Kitchen,Noida,"Info Edge, Prosus Ventures",Series C,665.39,2020-08-10,2020,8
FinSense,FoodTech,Cloud Kitchen,Pune,Accel,Private Equity,1411.71,2023-12-23,2023,12
HealthAnalytics_1095,FoodTech,Food Delivery,Pune,"Lightspeed India, Mirae Asset, Prosus Ventures",Angel,0.07,2020-11-24,2020,11
NextStack,Consumer Electronics,Smart Home,Kolkata,SoftBank Vision Fund,Series C,301.59,2024-01-02,2024,1
FoodFit,Media,Content,Delhi,Nexus Venture Partners,Seed,0.82,2020-08-08,2020,8
FoodSolutions,Retail,Fashion,Gurugram,Info Edge,Seed,7.36,2024-08-26,2024,8
MediSpace,Logistics,Supply Chain,Kolkata,Ribbit Capital,Seed,1.51,2022-05-28,2022,5
